Code;Parent;Lvl;Name_en;Name_de;Name_fr;Name_it;Desc_en;Desc_de;Desc_fr;Desc_it;POSTYP_Title;POSTYP_Text
"3269";"3228";"6";"";"Sportschuhe";"Chaussures de sport";"Calzature da sport";"";"";"";"";"5";""
"3232";"3269";"7";"";"Sportschuhe, Kinder";"Chaussures de sport, enfants";"Calzature da sport, da bambino/a";"";"";"";"";"6";""
"3270";"3228";"6";"";"Kleinkinderschuhe";"Chaussures pour bambins";"Calzature per bambini piccoli";"";"";"";"";"5";""
"3233";"3270";"7";"";"Kleinkinderschuhe, Ganzjahr";"Chaussures pour bambins pour toute l'année";"Calzature per bambini piccoli per tutto l'anno";"";"";"";"";"6";""
"3271";"3270";"7";"";"Kleinkinderschuhe, Winter";"Chaussures pour bambins pour l'hiver";"Calzature invernali per bambini piccoli";"";"";"";"";"6";""
"3272";"3270";"7";"";"Kleinkinderschuhe, Sommer";"Chaussures pour bambins pour l'été";"Calzature estive per bambini piccoli";"";"";"";"";"6";""
"3237";"3210";"4";"Shoe repairs";"Reparatur von Schuhen";"Réparations de chaussures";"Riparazioni di calzature";"";"";"";"";"4";""
"3238";"3237";"5";"";"Absätze von Damenschuhen";"Talons de chaussures pour femmes";"Tacchi di scarpe da donna";"";"";"";"";"6";""
"3239";"3237";"5";"";"Absätze von Herrenschuhen";"Talons de chaussures pour hommes";"Tacchi di scarpe da uomo";"";"";"";"";"6";""
"3241";"3237";"5";"";"Andere Reparaturen";"Autres réparations";"Altre riparazioni";"";"";"";"";"6";""
"4";"100";"2";"Housing and energy";"Wohnen und Energie";"Logement et énergie";"Abitazione ed energia";"";"";"";"";"2";""
"4001";"4";"3";"Rent";"Miete";"Loyer";"Affitto";"";"";"";"";"3";""
"4002";"4001";"4";"Housing rental";"Wohnungsmiete";"Loyer du logement";"Affitto dell'abitazione";"";"";"";"";"4";""
"4003";"4002";"5";"";"Wohnungsmiete";"Loyer du logement";"Affitto dell'abitazione";"";"";"";"";"6";""
"4005";"4001";"4";"Rental of garages, parking spaces";"Garagen- und Parkplatzmiete";"Location de garages et de places de parc";"Affitto garage e posteggio";"";"";"";"";"4";""
"4006";"4005";"5";"";"Garagenmiete";"Location d'un garage";"Affitto garage";"";"";"";"";"6";""
"4007";"4005";"5";"";"Parkplatzmiete";"Location d'une place de parc";"Affitto posteggio";"";"";"";"";"6";""
"4009";"4";"3";"Regular maintenance of housing";"Laufender Unterhalt der Wohnung";"Entretien courant du logement";"Manutenzione regolare dell'abitazione";"";"";"";"";"3";""
"4010";"4009";"4";"Products for housing maintenance";"Material für Wohnungsunterhalt";"Produits d'entretien du logement";"Materiali per la manutenzione dell'abitazione";"";"";"";"";"4";""
"4012";"4010";"5";"";"Farben";"Vernis et couleurs";"Vernici e colori";"";"";"";"";"6";""
"4013";"4010";"5";"";"Holzprodukte und Wandverkleidung";"Produits en bois et boiseries";"Materiali in legno e rivestimenti in legno";"";"";"";"";"6";""
"4014";"4010";"5";"";"Sanitärartikel";"Articles sanitaires";"Articoli sanitari";"";"";"";"";"6";""
"4015";"4010";"5";"";"Fixe Bodenbeläge";"Revêtements de sol fixes";"Rivestimenti fissi per pavimenti";"";"";"";"";"6";""
"4016";"4010";"5";"";"Zement, Gips und Verputzmittel";"Crépis, plâtres et ciments";"Cemento, gesso e intonaco";"";"";"";"";"6";""
"4017";"4010";"5";"";"Verbund- und Klebestoffe";"Liants et autres adhésifs";"Leganti et altri adesivi";"";"";"";"";"6";""
"4020";"4009";"4";"Services for housing maintenance";"Dienstleistungen für Wohnungsunterhalt";"Services d'entretien du logement";"Servizi per la manutenzione dell'abitazione";"";"";"";"";"4";""
"4021";"4020";"5";"";"Verrechnungsansatz Maler/Gipser";"Tarif du peintre/plâtrier";"Tariffa oraria del pittore/gessista";"";"";"";"";"6";""
"4022";"4020";"5";"";"Verrechnungsansatz Sanitärinstallateur";"Tarif de l'installateur sanitaire";"Tariffa oraria dell'installatore di impianti sanitari";"";"";"";"";"6";""
"4023";"4020";"5";"";"Verrechnungsansatz Elektriker";"Tarif de l'électricien";"Tariffa oraria dell'elettricista";"";"";"";"";"6";""
"4024";"4020";"5";"";"Verrechnungsansatz Schreiner";"Tarif du menuisier";"Tariffa oraria del falegname";"";"";"";"";"6";""
"4028";"4";"3";"Charges";"Gebühren";"Taxes";"Tasse";"";"";"";"";"4";""
"4030";"4028";"4";"";"Kehrichtgebühren";"Taxe d'élimination des ordures ménagères";"Tassa per l'eliminazione dei rifiuti domestici";"";"";"";"";"5";""
"4031";"4030";"5";"";"Kehricht, Typ I";"Ordures, type I";"Rifiuti, tipo I";"";"";"";"";"6";""
"4032";"4030";"5";"";"Kehricht, Typ II";"Ordures, type II";"Rifiuti, tipo II";"";"";"";"";"6";""
"4033";"4030";"5";"";"Kehricht, Typ III";"Ordures, type III";"Rifiuti, tipo III";"";"";"";"";"6";""
"4034";"4030";"5";"";"Kehricht, Typ IV";"Ordures, type IV";"Rifiuti, tipo IV";"";"";"";"";"6";""
"4035";"4030";"5";"";"Kehricht, Typ V";"Ordures, type V";"Rifiuti, tipo V";"";"";"";"";"6";""
"4036";"4028";"4";"";"Wassergebühren";"Taxe d'alimentation en eau";"Tassa per la fornitura dell'acqua";"";"";"";"";"5";""
"4037";"4036";"5";"";"Wassergebühr, Typ I";"Taxe d'eau, type I";"Tassa per l'acqua, tipo I";"";"";"";"";"6";""
"4038";"4036";"5";"";"Wassergebühr, Typ II";"Taxe d'eau, type II";"Tassa per l'acqua, tipo II";"";"";"";"";"6";""
"4040";"4036";"5";"";"Wassergebühr, Typ III";"Taxe d'eau, type III";"Tassa per l'acqua, tipo III";"";"";"";"";"6";""
"4042";"4028";"4";"";"Abwassergebühren";"Taxe d'épuration des eaux usées";"Tassa depurazione acque di scarico";"";"";"";"";"5";""
"4043";"4042";"5";"";"Abwassergebühr, Typ I";"Taxe d'épuration, type I";"Tassa depurazione, tipo I";"";"";"";"";"6";""
"4044";"4042";"5";"";"Abwassergebühr, Typ II";"Taxe d'épuration, type II";"Tassa depurazione, tipo II";"";"";"";"";"6";""
"4046";"4042";"5";"";"Abwassergebühr, Typ III";"Taxe d'épuration, type III";"Tassa depurazione, tipo III";"";"";"";"";"6";""
"4049";"4";"3";"Energy";"Energie";"Energie";"Energia";"";"";"";"";"3";""
"4070";"4049";"4";"Electricity";"Elektrizität";"Electricité";"Elettricità";"";"";"";"";"3";""
"4071";"4070";"5";"";"Elektrizität, Verbrauchstyp I";"Electricité,type de consommation I";"Elettricità, tipo di consumo I";"";"";"";"";"4";""
"4072";"4071";"6";"";"Elektrizität, Verbrauchstyp I";"Electricité,type de consommation I";"Elettricità, tipo di consumo I";"";"";"";"";"6";""
"4073";"4070";"5";"";"Elektrizität, Verbrauchstyp II";"Electricité,type de consommation II";"Elettricità, tipo di consumo II";"";"";"";"";"4";""
"4074";"4073";"6";"";"Elektrizität, Verbrauchstyp II";"Electricité,type de consommation II";"Elettricità, tipo di consumo II";"";"";"";"";"6";""
"4075";"4070";"5";"";"Elektrizität, Verbrauchstyp III";"Electricité,type de consommation III";"Elettricità, tipo di consumo III";"";"";"";"";"4";""
"4076";"4075";"6";"";"Elektrizität, Verbrauchstyp III";"Electricité,type de consommation III";"Elettricità, tipo di consumo III";"";"";"";"";"6";""
"4077";"4070";"5";"";"Elektrizität, Verbrauchstyp IV";"Electricité,type de consommation IV";"Elettricità, tipo di consumo IV";"";"";"";"";"4";""
"4078";"4077";"6";"";"Elektrizität, Verbrauchstyp IV";"Electricité,type de consommation IV";"Elettricità, tipo di consumo IV";"";"";"";"";"6";""
"4079";"4070";"5";"";"Elektrizität, Verbrauchstyp V";"Electricité,type de consommation V";"Elettricità, tipo di consumo V";"";"";"";"";"4";""
"4080";"4079";"6";"";"Elektrizität, Verbrauchstyp V";"Electricité,type de consommation V";"Elettricità, tipo di consumo V";"";"";"";"";"6";""
"4081";"4070";"5";"";"Elektrizität, Verbrauchstyp VI";"Electricité,type de consommation VI";"Elettricità, tipo di consumo VI";"";"";"";"";"4";""
"4082";"4081";"6";"";"Elektrizität, Verbrauchstyp VI";"Electricité,type de consommation VI";"Elettricità, tipo di consumo VI";"";"";"";"";"6";""
"4083";"4070";"5";"";"Elektrizität, Verbrauchstyp VII";"Electricité,type de consommation VII";"Elettricità, tipo di consumo VII";"";"";"";"";"4";""
"4084";"4083";"6";"";"Elektrizität, Verbrauchstyp VII";"Electricité,type de consommation VII";"Elettricità, tipo di consumo VII";"";"";"";"";"6";""
"4050";"4049";"4";"Gas";"Gas";"Gaz";"Gas";"";"";"";"";"3";""
"4053";"4050";"5";"";"Gas, Verbrauchstyp II";"Gaz, type de consommation II";"Gas, tipo di consumo II";"";"";"";"";"4";""
"4054";"4053";"6";"";"Gas, Verbrauchstyp II";"Gaz, type de consommation II";"Gas, tipo di consumo II";"";"";"";"";"6";""
"4055";"4050";"5";"";"Gas, Verbrauchstyp III";"Gaz, type de consommation III";"Gas, tipo di consumo III";"";"";"";"";"4";""
"4056";"4055";"6";"";"Gas, Verbrauchstyp III";"Gaz, type de consommation III";"Gas, tipo di consumo III";"";"";"";"";"6";""
"4057";"4050";"5";"";"Gas, Verbrauchstyp IV";"Gaz, type de consommation IV";"Gas, tipo di consumo IV";"";"";"";"";"4";""
"4058";"4057";"6";"";"Gas, Verbrauchstyp IV";"Gaz, type de consommation IV";"Gas, tipo di consumo IV";"";"";"";"";"6";""
"4059";"4050";"5";"";"Gas, Verbrauchstyp V";"Gaz, type de consommation V";"Gas, tipo di consumo V";"";"";"";"";"4";""
"4060";"4059";"6";"";"Gas, Verbrauchstyp V";"Gaz, type de consommation V";"Gas, tipo di consumo V";"";"";"";"";"6";""
"4090";"4049";"4";"Heating oil";"Heizöl";"Mazout";"Olio da riscaldamento";"";"";"";"";"4";""
"4091";"4090";"5";"";"800 - 1500 l, pro 100 l";"800 - 1500  l, les 100 l";"800 - 1500  l, per 100 l";"";"";"";"";"6";""
"4092";"4090";"5";"";"1501 - 3000 l, pro 100 l";"1501 - 3000  l, les 100 l";"1501 - 3000  l, per 100 l";"";"";"";"";"6";""
"4093";"4090";"5";"";"3001 - 6000 l, pro 100 l";"3001 - 6000  l, les 100 l";"3001 - 6000  l, per 100 l";"";"";"";"";"6";""
"4094";"4090";"5";"";"6001 - 9000 l, pro 100 l";"6001 - 9000  l, les 100 l";"6001 - 9000  l, per 100 l";"";"";"";"";"6";""
"4095";"4090";"5";"";"9001 - 14000 l, pro 100 l";"9001 - 14000 l, les 100 l";"9001 - 14000 l, per 100 l";"";"";"";"";"6";""
"4096";"4090";"5";"";"14001 - 20000 l, pro 100 l";"14001 - 20000 l, les 100 l";"14001 - 20000 l, per 100 l";"";"";"";"";"6";""
"4097";"4090";"5";"";"über 20000 l, pro 100 l";"plus de 20000 l, les 100 l";"oltre 20000 l, per 100 l";"";"";"";"";"6";""
"4098";"4090";"5";"";"Ökoheizöl, 1501 - 3000 l, pro 100 l";"Mazout Eco, 1501 - 3000 l, par 100 l";"Olio da riscaladmento Eco, 1501-3000l, per 100 l";"";"";"";"";"6";""
"4099";"4090";"5";"";"Ökoheizöl, 3001 - 6000 l, pro 100 l";"Mazout Eco, 3001 - 6000 l, par 100 l";"Olio da riscaldamento Eco, 3001 - 6000 l, per 100 l";"";"";"";"";"6";""
"4110";"4049";"4";"Wood";"Holz";"Bois";"Legno";"";"";"";"";"4";""
"4115";"4110";"5";"";"Holzpellets";"Pellets de bois";"Pellet di legno";"";"";"";"";"6";""
"4100";"4049";"4";"Remote heating";"Fernwärme";"Chauffage à distance";"Riscaldamento a distanza";"";"";"";"";"4";""
"4101";"4100";"5";"";"Fernwärme, Verbrauchstyp I";"Chauffage à distance, type I";"Riscaldamento a distanza, tipo I";"";"";"";"";"6";""
"4102";"4100";"5";"";"Fernwärme, Verbrauchstyp II";"Chauffage à distance, type II";"Riscaldamento a distanza, tipo II";"";"";"";"";"6";""
"4103";"4100";"5";"";"Fernwärme, Verbrauchstyp III";"Chauffage à distance, type III";"Riscaldamento a distanza, tipo III";"";"";"";"";"6";""
"4104";"4100";"5";"";"Fernwärme, Verbrauchstyp IV";"Chauffage à distance, type IV";"Riscaldamento a distanza, tipo IV";"";"";"";"";"6";""
"5";"100";"2";"Household furniture and furnishings and routine maintenance";"Hausrat und laufende Haushaltsführung";"Equipement ménager et entretien courant";"Mobili, articoli e servizi per la casa";"";"";"";"";"2";""
"5001";"5";"3";"Furniture, furnishings and floor coverings";"Einrichtungsgegenstände und Bodenbeläge";"Aménagement, équipement et revêtement de sol";"Mobili, arredamenti e rivestimenti per pavimenti";"";"";"";"";"3";""
"5002";"5001";"4";"Furniture and furnishings";"Möbel und Einrichtungszubehör";"Ameublement et équipement";"Mobili ed arredamenti";"";"";"";"";"3";""
"5003";"5002";"5";"Living room";"Wohnzimmermöbel";"Meubles de séjour";"Mobili da soggiorno";"";"";"";"";"4";""
"5004";"5003";"6";"";"Schrankmöbel";"Armoire";"Armadio";"";"";"";"";"6";""
"5005";"5003";"6";"";"Bücherregale, Bücherwände";"Etagère pour livres, bibliothèque murale";"Scaffale-libreria";"";"";"";"";"6";""
"5006";"5003";"6";"";"Esstisch";"Table de salle à manger";"Tavolo da pranzo";"";"";"";"";"6";""
"5007";"5003";"6";"";"Stuhl";"Chaise";"Sedia";"";"";"";"";"6";""
"5009";"5003";"6";"";"Sofa";"Canapé";"Divano";"";"";"";"";"6";""
"5010";"5003";"6";"";"Sessel";"Fauteuil";"Poltrona";"";"";"";"";"6";""
"5011";"5003";"6";"";"Salontisch";"Table de salle de séjour";"Tavolino";"";"";"";"";"6";""
"5012";"5003";"6";"";"Schreibtisch";"Bureau";"Scrivania";"";"";"";"";"6";""
"5013";"5003";"6";"";"Andere Möbel im Wohnbereich";"Autre meuble du séjour";"Altri mobili da soggiorno";"";"";"";"";"6";""
"5020";"5002";"5";"Bedroom";"Schlafzimmermöbel";"Meubles de chambre à coucher";"Mobili da camera da letto";"";"";"";"";"4";""
"5022";"5020";"6";"";"Schrank";"Armoire";"Armadio";"";"";"";"";"6";""
"5023";"5020";"6";"";"Kommode";"Commode";"Comò";"";"";"";"";"6";""
"5024";"5020";"6";"";"Nachttisch";"Table de nuit";"Comodino";"";"";"";"";"6";""
"5025";"5020";"6";"";"Bett";"Lit";"Letto";"";"";"";"";"6";""
"5026";"5020";"6";"";"Matratzen";"Matelas";"Materasso";"";"";"";"";"5";""
"5027";"5026";"7";"";"Obermatratze";"Matelas";"Materasso";"";"";"";"";"6";""
"5028";"5026";"7";"";"Bettsysteme";"Système de lit";"Letti completi";"";"";"";"";"6";""
"5029";"5020";"6";"";"Andere Möbel im Schlafbereich";"Autres meubles de la chambre à coucher";"Altri mobili da camera da letto";"";"";"";"";"6";""
"5040";"5002";"5";"Kitchen and garden";"Küchen- und Gartenmöbel";"Meubles de cuisine et de jardin";"Mobili da cucina e giardino";"";"";"";"";"4";""
"5041";"5040";"6";"";"Gartentisch";"Table de jardin";"Tavolo da giardino";"";"";"";"";"6";""
"5042";"5040";"6";"";"Gartenstuhl";"Chaise de jardin";"Sedia da giardino";"";"";"";"";"6";""
"5043";"5040";"6";"";"Liegestuhl";"Chaise longue";"Sedia a sdraio";"";"";"";"";"6";""
"5044";"5040";"6";"";"Küchentisch";"Table de cuisine";"Tavolo da cucina";"";"";"";"";"6";""
"5045";"5040";"6";"";"Küchenstuhl";"Chaise de cuisine";"Sedia da cucina";"";"";"";"";"6";""
"5047";"5040";"6";"";"Andere Küchen- und Gartenmöbel";"Autres meubles de cuisine et de jardin";"Altri mobili da cucina e da giardino";"";"";"";"";"6";""
"5050";"5002";"5";"Furnishings";"Einrichtungszubehör";"Articles d'équipement";"Accessori d'arredamento";"";"";"";"";"4";""
"5051";"5050";"6";"";"Sonnenschirm";"Parasol";"Ombrellone";"";"";"";"";"6";""
"5052";"5050";"6";"";"Spiegel";"Miroir";"Specchio";"";"";"";"";"6";""
"5053";"5050";"6";"";"Lampen";"Lampe";"Lampada";"";"";"";"";"6";""
"5054";"5050";"6";"";"Anderes Einrichtungszubehör";"Autres articles d'équipement";"Altri accessori d'arredamento";"";"";"";"";"6";""
"5060";"5001";"4";"Floor coverings and carpets";"Bodenbeläge und Teppiche";"Revêtement de sol et tapis";"Rivestimenti per pavimenti e tappeti";"";"";"";"";"4";""
"5061";"5060";"5";"";"Orientteppiche, verschiedene Grössen";"Tapis d'Orient";"Tappeti orientali";"";"";"";"";"6";""
"5063";"5060";"5";"";"Andere Teppiche, gewoben, abgepasst";"Autres tapis, tissés, sur mesure";"Altri tappeti, tessuti, su misura";"";"";"";"";"6";""
"5064";"5060";"5";"";"Andere Teppiche, Wand zu Wand";"Autres tapis, mur à mur";"Altri tappeti, muro a muro";"";"";"";"";"6";""
"5065";"5060";"5";"";"Läufer, gewoben";"Passage tissé";"Guida tessuta";"";"";"";"";"6";""
"5066";"5060";"5";"";"Kunststoffbodenbeläge";"Revêtement de sol en matière synthétique";"Rivestimenti sintetici per pavimenti";"";"";"";"";"6";""
"5070";"5";"3";"Household textiles";"Heimtextilien, Haushaltswäsche und Zubehör";"Articles de ménage en textile et linges";"Tessili per la casa e biancheria";"";"";"";"";"3";""
"5071";"5070";"4";"Bed linen and household linen";"Bettzeug und Haushaltswäsche";"Draps de lit et articles textiles ménagers";"Coperte e biancheria da letto e per uso domestico";"";"";"";"";"4";""
"5072";"5071";"5";"";"Daunendecken";"Edredon";"Piumino";"";"";"";"";"6";""
"5073";"5071";"5";"";"Andere Schlafdecken";"Autres couvertures";"Altre coperte";"";"";"";"";"6";""
"5074";"5071";"5";"";"Pfulmen / Kissen";"Traversin, oreiller";"Guanciali, cuscini";"";"";"";"";"6";""
"5075";"5071";"5";"";"Bettüberwurf";"Couvre-lit";"Copriletto";"";"";"";"";"6";""
"5076";"5071";"5";"";"Leintuch / Fix-Leintuch";"Drap de dessous, drap-housse";"Lenzuolo, lenzuolo teso";"";"";"";"";"6";""
"5077";"5071";"5";"";"Decken-Anzug";"Taie de duvet";"Federa per piumino";"";"";"";"";"6";""
"5078";"5071";"5";"";"Pfulmen-, Kissen-Anzug";"Taie de traversin, taie d'oreiller";"Federa per guanciale, cuscino";"";"";"";"";"6";""
"5079";"5071";"5";"";"Frottierwäsche";"Linge éponge";"Biancheria di spugna";"";"";"";"";"6";""
"5080";"5071";"5";"";"Handtücher, Geschirrtücher";"Essuie-mains, linge de cuisine";"Asciugamani, asciugapiatti";"";"";"";"";"6";""
"5082";"5071";"5";"";"Tischtücher";"Nappe";"Tovaglia";"";"";"";"";"6";""
"5083";"5071";"5";"";"Servietten / Set";"Serviette, set";"Tovaglioli, set";"";"";"";"";"6";""
"5084";"5071";"5";"";"Andere Haushaltswäsche";"Autres articles textiles ménagers";"Altra biancheria per uso domestico";"";"";"";"";"6";""
"5090";"5070";"4";"Curtains and curtain accessories";"Vorhänge und Zubehör";"Rideaux et éléments de rideaux";"Tende ed accessori";"";"";"";"";"4";""
"5091";"5090";"5";"";"Gardinenstoffe";"Voile";"Stoffa per tendine";"";"";"";"";"6";""
"5092";"5090";"5";"";"Gardinen (gebrauchsfertig)";"Voile (prêt à poser)";"Tendine (pronte da applicare)";"";"";"";"";"6";""
"5093";"5090";"5";"";"Dekorationsstoffe / Nachtvorhänge (per Laufmeter)";"Tissus d'ameublement / rideaux (au mètre)";"Stoffa per addobbi / tende (al metro)";"";"";"";"";"6";""
"5094";"5090";"5";"";"Dekorationsstoffe / Nachtvorhänge (gebrauchsfertig)";"Tissus d'ameublement / rideaux (prêt à poser)";"Stoffa per addobbi / tende (pronta da applicare)";"";"";"";"";"6";""
"5095";"5090";"5";"";"Rollos, Lamellen, Innenstoren";"Stores enrouleur, à lamelles, d'intérieur";"Persiane avvolgibili, a lamelle, per uso interno";"";"";"";"";"6";""
"5096";"5090";"5";"";"Vorhangzubehör";"Autres éléments de rideaux";"Altri elementi di tende";"";"";"";"";"6";""
"5100";"5";"3";"Household appliances";"Haushaltsgeräte";"Appareils ménagers";"Elettrodomestici";"";"";"";"";"3";""
"5101";"5100";"4";"Major household appliances";"Grosse elektrische Haushaltsgeräte";"Appareils électroménagers de grandes dimensions";"Grandi elettrodomestici";"";"";"";"";"4";""
"5102";"5101";"5";"";"Kühlschränke";"Réfrigérateurs";"Frigoriferi";"";"";"";"";"6";""
"5103";"5101";"5";"";"Gefriergeräte";"Congélateurs";"Congelatori";"";"";"";"";"6";""
"5104";"5101";"5";"";"Waschmaschinen";"Machines à laver le linge";"Lavatrici";"";"";"";"";"6";""
"5105";"5101";"5";"";"Wäschetrockner";"Machines à sécher le linge";"Asciugatrici";"";"";"";"";"6";""
"5106";"5101";"5";"";"Geschirrspüler";"Machines à laver la vaisselle";"Lavastoviglie";"";"";"";"";"6";""
"5107";"5101";"5";"";"Elektro-Herde";"Cuisinières électriques";"Cucine elettriche";"";"";"";"";"6";""
"5108";"5101";"5";"";"Andere grosse Haushaltsgeräte";"Autres appareils ménagers de grandes dimensions";"Altri grandi elettrodomestici";"";"";"";"";"6";""
"5120";"5100";"4";"Smaller electric household appliances";"Kleine elektrische Haushaltsgeräte";"Appareils électroménagers de dimensions réduites";"Piccoli elettrodomestici";"";"";"";"";"4";""
"5121";"5120";"5";"";"Kaffeemaschinen";"Machines à café";"Macchine da caffè";"";"";"";"";"6";""
"5122";"5120";"5";"";"Mikrowellen";"Fours à micro-ondes";"Forni a microonde";"";"";"";"";"6";""
"5124";"5120";"5";"";"Raclettegrill";"Fours à raclette";"Grill per raclette";"";"";"";"";"6";""
"5125";"5120";"5";"";"Bügeleisen";"Fers à repasser";"Ferri da stiro";"";"";"";"";"6";""
"5126";"5120";"5";"";"Nähmaschinen";"Machines à coudre";"Macchine da cucire";"";"";"";"";"6";""
"5127";"5120";"5";"";"Heizapparate";"Radiateur électrique";"Stufette";"";"";"";"";"6";""
"5128";"5120";"5";"";"Klimaaggregate";"Climatiseurs";"Condizionatori d'aria";"";"";"";"";"6";""
"5129";"5120";"5";"";"Luftbefeuchter";"Humidificateurs";"Umidificatori";"";"";"";"";"6";""
"5130";"5120";"5";"";"Ventilatoren";"Ventilateurs";"Ventilatori";"";"";"";"";"6";""
"5131";"5120";"5";"";"Staubsauger";"Aspirateurs";"Aspirapolvere";"";"";"";"";"6";""
"5133";"5120";"5";"";"Andere kleine Haushaltsgeräte";"Autres appareils ménagers de dimensions réduites";"Altri piccoli elettrodomestici";"";"";"";"";"6";""
"5140";"5";"3";"Glassware, tableware and household utensils";"Glaswaren, Geschirr und andere Gebrauchsgüter für die Haushaltsführung";"Verrerie, vaisselle et autres ustensiles de ménage";"Oggetti di vetro, stoviglie e altri utensili domestici";"";"";"";"";"3";""
"5141";"5140";"4";"Kitchen utensils";"Küchen- und Kochgeräte";"Ustensiles de cuisine";"Utensili per la cucina";"";"";"";"";"4";""
"5142";"5141";"5";"";"Pfannen und Töpfe";"Poêles et marmites";"Tegami e pentole";"";"";"";"";"6";""
"5143";"5141";"5";"";"Dampfkochtöpfe";"Cocottes-minute";"Pentole a pressione";"";"";"";"";"6";""
"5144";"5141";"5";"";"Küchenwaagen";"Balances de cuisine";"Bilance da cucina";"";"";"";"";"6";""
"5145";"5141";"5";"";"Thermosflaschen";"Thermos";"Termos";"";"";"";"";"6";""
"5146";"5141";"5";"";"Andere Küchen- und Kochgeräte";"Autres ustensiles de cuisine";"Altri utensili per la cucina";"";"";"";"";"6";""
"5150";"5140";"4";"Tableware and cutlery";"Geschirr und Besteck";"Vaisselle et couverts";"Piatti e posate";"";"";"";"";"4";""
"5151";"5150";"5";"";"Speiseteller";"Assiette plate";"Piatti";"";"";"";"";"6";""
"5152";"5150";"5";"";"Tasse und Untertasse";"Tasse et soucoupe";"Tazze e piattini";"";"";"";"";"6";""
"5153";"5150";"5";"";"Schüssel, Schale";"Saladier, bol";"Insalatiera, ciotola";"";"";"";"";"6";""
"5154";"5150";"5";"";"Kaffee- und Teekanne";"Cafetière et théière";"Caffettiere e teiere";"";"";"";"";"6";""
"5155";"5150";"5";"";"Trinkglas";"Verre";"Bicchieri";"";"";"";"";"6";""
"5156";"5150";"5";"";"Tischmesser";"Couteau de table";"Coltelli da tavola";"";"";"";"";"6";""
"5157";"5150";"5";"";"Löffel";"Cuillère";"Cucchiai";"";"";"";"";"6";""
"5158";"5150";"5";"";"Gabel";"Fourchette";"Forchette";"";"";"";"";"6";""
"5159";"5150";"5";"";"Anderes Geschirr und Besteck";"Autre vaisselle et couverts";"Altri piatti e posate";"";"";"";"";"6";""
"5170";"5140";"4";"Other household utensils";"Andere Gebrauchsgüter für die Haushaltsführung";"Autres ustensiles de ménage";"Altri utensili domestici";"";"";"";"";"4";""
"5171";"5170";"5";"";"Bügelbrett";"Planche à repasser";"Asse da stiro";"";"";"";"";"6";""
"5172";"5170";"5";"";"Wäschekorb";"Corbeille à linge";"Cesto per la biancheria";"";"";"";"";"6";""
"5173";"5170";"5";"";"Wäscheständer";"Sèchoir à linge";"Stenditoio";"";"";"";"";"6";""
"5174";"5170";"5";"";"Diverse Behälter";"Récipients divers";"Contenitori diversi";"";"";"";"";"6";""
"5180";"5";"3";"Tools, equipment and accessories for house and garden";"Werkzeuge, Kleinmaterial und anderes Zubehör für Haus und Garten";"Outillage, petit matériel et accessoires pour la maison et le jardin";"Utensili, attrezzature e altri accessori per casa e giardino";"";"";"";"";"3";""
"5181";"5180";"4";"Motorized tools for DIY and garden";"Motorenbetriebene Werkzeuge für Haus und Garten";"Outillage  motorisé pour le bricolage et le jardinage";"Utensili e attrezzature a motore per casa e giardino";"";"";"";"";"4";""
"5183";"5181";"5";"";"Elektrische Bohrmaschinen";"Perceuse électrique";"Trapano elettrico";"";"";"";"";"6";""
"5184";"5181";"5";"";"Elektrischer Bohrhammer";"Marteau de forage électrique";"Martello perforatore elettrico";"";"";"";"";"6";""
"5185";"5181";"5";"";"Elektrische Schleifmaschinen";"Ponceuse et meule électriques";"Levigatrice e rettificatrice elettriche";"";"";"";"";"6";""
"5186";"5181";"5";"";"Motorsäge";"Scie motorisée";"Sega a motore";"";"";"";"";"6";""
"5187";"5181";"5";"";"Elektrischer Bohrschrauber";"Tournevis électrique";"Cacciavite elettrico";"";"";"";"";"6";""
"5188";"5181";"5";"";"Motor-Rasenmäher";"Tondeuse à gazon motorisée";"Falciatrice a motore";"";"";"";"";"6";""
"5189";"5181";"5";"";"Elektrische Gartenscheren";"Sécateur électrique";"Cesoia da giardino elettrica";"";"";"";"";"6";""
"5190";"5181";"5";"";"Andere motorenbetriebene Werkzeuge für Haus und Garten";"Autres outils motorisés pour le bricolage et le jardinage";"Altri utensili a motore per casa e giardino";"";"";"";"";"6";""
"5200";"5180";"4";"Tools for house and garden";"Handwerkzeuge, Kleinmaterial und Zubehör für Haus und Garten";"Outillage et accessoires pour la maison et le jardin";"Utensili e accessori per casa e giardino";"";"";"";"";"3";""
"5201";"5200";"5";"Tools for house and garden";"Handwerkzeuge für Haus und Garten";"Outillage pour la maison et le jardin";"Attrezzi per la casa e il giardino";"";"";"";"";"4";""
"5202";"5201";"6";"";"Handwerkzeuge";"Outils";"Attrezzi";"";"";"";"";"6";""
"5203";"5201";"6";"";"Gartenwerkzeuge";"Outils de jardinage";"Attrezzi da giardino";"";"";"";"";"6";""
"5204";"5201";"6";"";"Gartengeräte";"Ustensiles de jardinage";"Utensili da giardino";"";"";"";"";"6";""
"5210";"5200";"5";"Equipment and other accessories for house and garden";"Kleinmaterial und Zubehör für Haus und Garten";"Petit matériel et autres accessoires pour la maison et le jardin";"Piccolo materiale e altri accessori per casa e giardino";"";"";"";"";"4";""
"5211";"5210";"6";"";"Elektrobedarf";"Matériel électrique";"Accessori elettrici";"";"";"";"";"6";""
